tkt_id,player_id,ticket_no,tkt_amt,purchase_time,win_amt,channel_id,channel_name,purchase_trans_id,win_trans_id
2114166,37307,2.11417E+11,40,27:27.1,0,2,WEB,1349785,1349785
2115492,37115,2.11549E+11,40,42:20.0,100,2,WEB,1350747,1376420
2115603,37225,021156030086,40,44:06.7,0,2,WEB,1350834,1350834
2118826,37584,2.11883E+11,40,21:33.7,0,2,WEB,1353007,1353007
2119648,37615,2.11965E+11,40,29:48.1,0,2,WEB,1353504,1353504
2119649,37615,2.11965E+11,40,29:48.1,100,2,WEB,1353505,1376852
2121034,37690,021210340080,40,44:54.6,0,2,WEB,1354349,1354349
2121036,37690,2.12104E+11,40,44:54.6,0,2,WEB,1354354,1354354
2121541,36954,2.12154E+11,40,52:48.7,0,2,WEB,1354811,1354811
2124375,37100,2.12438E+11,40,29:01.5,0,2,WEB,1357074,1357074
